Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,9,9,A,9,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_09,"6:A,9",1.367,48.716,30.145,25.4905,69.659,23.04710571,1.00774042,1.616055731,0.869138942,2.991711046,0.978496576,0.763331019,45.01,24.77625,92.3,31.12709668,0.763442548,201.204,0.937,0.09186274509803924,1.358428806,44,25,140.22,246.7872,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.5000000000000001e-4,0.00198,0.18874462089702734,0.19087462089702736,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,6.309900000000001,105.79642577903925,77.881465198434
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,10,10,A,10,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_10,"6:A,10",3.063,38.282,42.943,25.4905,69.659,23.04710571,0.555015461,0.891460774,0.869138942,2.991711046,0.978496576,0.022812376,24.11,24.77625,92.3,31.12709668,0.022930182,201.204,0.937,0.09186274509803924,0.7276542659999999,44,25,140.22,246.7872,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.1e-5,0.00198,0.18874462089702734,0.19080562089702735,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,6.309900000000001,105.13843373903924,144.48954490021399
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,11,11,A,11,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_11,"6:A,11",1.221,64.805,23.157,25.4905,69.659,23.04710571,1.705832415,2.798505851,0.869138942,2.991711046,0.978496576,1.971766643,79.1,24.77625,92.3,31.12709668,1.971714568,201.204,0.937,0.09186274509803924,2.3872854599999997,44,25,140.22,246.7872,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72e-5,0.00198,0.18874462089702734,0.19076182089702734,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,6.309900000000001,106.71860243303925,44.702908060705596
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,12,12,A,12,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_12,"6:A,12",1.235,66.265,23.305,25.4905,69.659,23.04710571,1.769180933,2.843381249,0.869138942,2.991711046,0.978496576,2.017628221,80.39,24.77625,92.3,31.12709668,2.017655249,201.204,0.937,0.09186274509803924,2.426218434,44,25,140.22,246.7872,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35e-4,0.00198,0.18874462089702734,0.19115962089702734,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,6.309900000000001,106.91835790703925,44.067902711780015
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,13,13,B,1,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_13,"6:B,1",0,21.603,69.02,25.4905,69.659,23.04710571,-0.168676278,0.312996233,0.869138942,2.991711046,0.978496576,-0.568364492,7.43,24.77625,92.3,31.12709668,-0.56851592,201.204,0.937,0.09186274509803924,0.224241858,167,25,191.95,1282.226,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.2275e-5,0.007514999999999999,0.18874462089702734,0.19628189589702733,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,8.63775,107.08926883103925,477.5614588023939
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,14,14,B,2,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_14,"6:B,2",0,5.572,76.543,25.4905,69.659,23.04710571,-0.864251687,0.072795683,0.869138942,2.991711046,0.978496576,-0.813843684,0.51,24.77625,92.3,31.12709668,-0.813961233,201.204,0.937,0.09186274509803924,0.015392106,167,25,191.95,1282.226,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65e-5,0.007514999999999999,0.18874462089702734,0.19633612089702734,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,8.63775,106.64457407903923,6928.523886142626
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,15,15,B,3,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_15,"6:B,3",1.855,42.328,36.112,25.4905,69.659,23.04710571,0.730568958,1.172131148,0.869138942,2.991711046,0.978496576,0.309650757,32.21,24.77625,92.3,31.12709668,0.309497224,201.204,0.937,0.09186274509803924,0.972117126,167,25,191.95,1282.226,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.5000000000000001e-4,0.007514999999999999,0.18874462089702734,0.19640962089702735,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,8.63775,107.73796409903925,110.82817205613065
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,16,16,B,4,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_16,"6:B,4",1.968,34.038,48.587,25.4905,69.659,23.04710571,0.370870864,0.700557762,0.869138942,2.991711046,0.978496576,-0.172285917,18.61,24.77625,92.3,31.12709668,-0.172398025,201.204,0.937,0.09186274509803924,0.5616609659999999,167,25,191.95,1282.226,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.1e-5,0.007514999999999999,0.18874462089702734,0.19634062089702733,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,8.63775,107.30029043903924,191.041031751242
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,17,17,B,5,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_17,"6:B,5",1.338,64.759,23.404,25.4905,69.659,23.04710571,1.703836503,2.76700564,0.869138942,2.991711046,0.978496576,1.939574183,78.19,24.77625,92.3,31.12709668,1.939588218,201.204,0.937,0.09186274509803924,2.359821114,167,25,191.95,1282.226,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72e-5,0.007514999999999999,0.18874462089702734,0.19629682089702732,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,8.63775,109.01898808703925,46.19798824591721
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,18,18,B,6,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_18,"6:B,6",0.936,68.927,23.088,25.4905,69.659,23.04710571,1.884683506,2.985403673,0.869138942,2.991711046,0.978496576,2.162771727,84.49,24.77625,92.3,31.12709668,2.16286635,201.204,0.937,0.09186274509803924,2.549958894,167,25,191.95,1282.226,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35e-4,0.007514999999999999,0.18874462089702734,0.19669462089702733,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,8.63775,109.36994836703924,42.89086723099123
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,19,19,B,7,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_19,"6:B,7",0,3.697,83.892,25.4905,69.659,23.04710571,-0.945606805,0.044068564,0.869138942,2.991711046,0.978496576,-0.84320211,0,24.77625,92.3,31.12709668,-0.843196212,201.204,0.937,0.09186274509803924,0,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.2275e-5,0.01053,0.18874462089702734,0.19929689589702734,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,10.531349999999998,108.75862697303926,Inf
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,20,20,B,8,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_20,"6:B,8",0,2.926,77.851,25.4905,69.659,23.04710571,-0.97906003,0.037584617,0.869138942,2.991711046,0.978496576,-0.849828549,0,24.77625,92.3,31.12709668,-0.849942745,201.204,0.937,0.09186274509803924,0,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65e-5,0.01053,0.18874462089702734,0.19935112089702736,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,10.531349999999998,108.52278197303924,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,21,21,B,9,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_21,"6:B,9",1.145,20.592,51.394,25.4905,69.659,23.04710571,-0.212542957,0.400669339,0.869138942,2.991711046,0.978496576,-0.478764683,9.96,24.77625,92.3,31.12709668,-0.478883403,201.204,0.937,0.09186274509803924,0.30059877600000007,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.5000000000000001e-4,0.01053,0.18874462089702734,0.19942462089702737,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,10.531349999999998,108.96004574903925,362.4766780455528
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,22,22,B,10,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_22,"6:B,10",3.431,26.185,48.784,25.4905,69.659,23.04710571,0.030133936,0.536753854,0.869138942,2.991711046,0.978496576,-0.339689577,13.88,24.77625,92.3,31.12709668,-0.339776308,201.204,0.937,0.09186274509803924,0.418906728,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.1e-5,0.01053,0.18874462089702734,0.19935562089702735,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,10.531349999999998,109.05113620103924,260.32319108763335
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,23,23,B,11,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_23,"6:B,11",1.242,53.047,25.497,25.4905,69.659,23.04710571,1.195659895,2.080519277,0.869138942,2.991711046,0.978496576,1.238001608,58.4,24.77625,92.3,31.12709668,1.237948736,201.204,0.937,0.09186274509803924,1.7625470399999998,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72e-5,0.01053,0.18874462089702734,0.19931182089702734,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,10.531349999999998,110.31531401303926,62.588578636198704
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_009,15,24,24,B,12,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_24,"6:B,12",1.397,54.59,31.527,25.4905,69.659,23.04710571,1.262609733,1.731531703,0.869138942,2.991711046,0.978496576,0.881344689,48.34,24.77625,92.3,31.12709668,0.881346252,201.204,0.937,0.09186274509803924,1.458930204,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35e-4,0.01053,0.18874462089702734,0.19970962089702735,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,10.531349999999998,110.17251967703925,75.5159632551135
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_009,15,25,25,C,1,3,1,0.05,2,0.0225,0.153,24,120,A24A8_090_009_25,"6:C,1",0.825,43.878,46.238,25.4905,69.659,23.04710571,0.797822522,0.94895973,0.869138942,2.991711046,0.978496576,0.081574928,25.77,24.77625,92.3,31.12709668,0.081721403,201.204,0.794,0.07784313725490198,0.777754062,100,36.2,98.14,271.1049724,202,794,69.11,17.58214106,29.7,0.1,536.77,159420.69,2.2275e-5,0.0045,0.22752588229619736,0.23204815729619735,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,4.4163,89.40172319190198,114.94857765448994
